"Rel","Nivel","Cat","ArqDiretos","SubPastas"
"06 - Estudos, concursos e leitura\TESE\DISSERTAÇÃO\DEPÓSITO","4","06 - Estudos, concursos e leitura","10","1"
"06 - Estudos, concursos e leitura\TESE\DISSERTAÇÃO\DEPÓSITO\SEI (no TSE)","5","06 - Estudos, concursos e leitura","5","0"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica","4","06 - Estudos, concursos e leitura","41","7"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Adjudicação","4","06 - Estudos, concursos e leitura","9","0"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Administração","4","06 - Estudos, concursos e leitura","33","0"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Inscrição","4","06 - Estudos, concursos e leitura","9","0"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Internacional","4","06 - Estudos, concursos e leitura","10","0"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1932","5","06 - Estudos, concursos e leitura","25","0"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1933","5","06 - Estudos, concursos e leitura","17","0"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1934","5","06 - Estudos, concursos e leitura","15","0"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1935","5","06 - Estudos, concursos e leitura","12","0"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1936","5","06 - Estudos, concursos e leitura","12","0"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1937","5","06 - Estudos, concursos e leitura","10","0"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\Profa. Gabriela","5","06 - Estudos, concursos e leitura","12","0"
"06 - Estudos, concursos e leitura\TESE\Processo seletivo - Mestrado - 2019\Documentos para inscrição","4","06 - Estudos, concursos e leitura","6","0"
"07 - Viagens\VIAGENS","2","07 - Viagens","0","10"
"07 - Viagens\VIAGENS\Bariloche","3","07 - Viagens","1","0"
"07 - Viagens\VIAGENS\Búzios","3","07 - Viagens","4","0"
"07 - Viagens\VIAGENS\Campinas","3","07 - Viagens","3","0"
"07 - Viagens\VIAGENS\EUA","3","07 - Viagens","16","0"
"07 - Viagens\VIAGENS\Foz do Iguaçu","3","07 - Viagens","1","0"
"07 - Viagens\VIAGENS\Itacaré","3","07 - Viagens","1","0"
"07 - Viagens\VIAGENS\Janaúba","3","07 - Viagens","1","0"
"07 - Viagens\VIAGENS\Maceió","3","07 - Viagens","4","0"
"07 - Viagens\VIAGENS\Peru","3","07 - Viagens","12","0"
"07 - Viagens\VIAGENS\Rota das emoções","3","07 - Viagens","2","0"
"08 - Veículos\CRUZE","2","08 - Veículos","1","8"
"08 - Veículos\GARMIN","2","08 - Veículos","3","3"
"08 - Veículos\REVISÕES","2","08 - Veículos","0","2"
"08 - Veículos\CRUZE\Conserto do carro","3","08 - Veículos","4","0"
"08 - Veículos\CRUZE\Docs. compra","3","08 - Veículos","10","0"
"08 - Veículos\CRUZE\FIPE","3","08 - Veículos","2","0"
"08 - Veículos\CRUZE\GMAC","3","08 - Veículos","1","0"
"08 - Veículos\CRUZE\IPVA e Licenciamento","3","08 - Veículos","36","0"
"08 - Veículos\CRUZE\Multas","3","08 - Veículos","2","0"
"08 - Veículos\CRUZE\Negociação (2021)","3","08 - Veículos","5","0"
"08 - Veículos\CRUZE\Parcelas","3","08 - Veículos","34","0"
"08 - Veículos\GARMIN\Backups","3","08 - Veículos","0","1"
"08 - Veículos\GARMIN\BRASIL","3","08 - Veículos","1","0"
"08 - Veículos\GARMIN\EUA","3","08 - Veículos","0","0"
"08 - Veículos\GARMIN\Backups\403353131","4","08 - Veículos","0","3"
"08 - Veículos\GARMIN\Backups\403353131\2024-04-17 (15.37.44)","5","08 - Veículos","0","2"
"08 - Veículos\GARMIN\Backups\403353131\2024-04-17 (15.43.09)","5","08 - Veículos","0","2"
"08 - Veículos\GARMIN\Backups\403353131\2024-04-18 (09.43.11)","5","08 - Veículos","0","2"
"08 - Veículos\GARMIN\Backups\403353131\2024-04-17 (15.37.44)\GPX","6","08 - Veículos","1","0"
"08 - Veículos\GARMIN\Backups\403353131\2024-04-17 (15.37.44)\Poi","6","08 - Veículos","4","0"
"08 - Veículos\GARMIN\Backups\403353131\2024-04-17 (15.43.09)\GPX","6","08 - Veículos","1","0"
"08 - Veículos\GARMIN\Backups\403353131\2024-04-17 (15.43.09)\Poi","6","08 - Veículos","4","0"
"08 - Veículos\GARMIN\Backups\403353131\2024-04-18 (09.43.11)\GPX","6","08 - Veículos","1","0"
"08 - Veículos\GARMIN\Backups\403353131\2024-04-18 (09.43.11)\Poi","6","08 - Veículos","4","0"
"08 - Veículos\REVISÕES\CAROL","3","08 - Veículos","2","0"
"08 - Veículos\REVISÕES\MAURÍCIO","3","08 - Veículos","8","0"
"09 - Família, religião e mensagens\CAROL","2","09 - Família, religião e mensagens","14","0"
"09 - Família, religião e mensagens\CASAMENTO","2","09 - Família, religião e mensagens","5","0"
"09 - Família, religião e mensagens\CATEQUESE","2","09 - Família, religião e mensagens","14","0"
"09 - Família, religião e mensagens\ESTUDOS ESPÍRITAS","2","09 - Família, religião e mensagens","16","3"
"09 - Família, religião e mensagens\GIOVANNA","2","09 - Família, religião e mensagens","5","0"
"09 - Família, religião e mensagens\JESUS","2","09 - Família, religião e mensagens","5","0"
"09 - Família, religião e mensagens\MENSAGENS","2","09 - Família, religião e mensagens","22","0"
"09 - Família, religião e mensagens\ESTUDOS ESPÍRITAS\LIVROS CHICO XAVIER","3","09 - Família, religião e mensagens","11","0"
"09 - Família, religião e mensagens\ESTUDOS ESPÍRITAS\TERMO DE VOLUNTARIADO","3","09 - Família, religião e mensagens","1","0"
"09 - Família, religião e mensagens\ESTUDOS ESPÍRITAS\TRABALHOS ACADÊMICOS","3","09 - Família, religião e mensagens","8","0"
"10 - Tecnologia e dispositivos\ARQUIVOS_n","2","10 - Tecnologia e dispositivos","0","1"
"10 - Tecnologia e dispositivos\BLUETOOTH","2","10 - Tecnologia e dispositivos","2","0"
"10 - Tecnologia e dispositivos\CERTIFICADO DIGITAL","2","10 - Tecnologia e dispositivos","2","0"
"10 - Tecnologia e dispositivos\GOPRO","2","10 - Tecnologia e dispositivos","7","1"
"10 - Tecnologia e dispositivos\ICONE","2","10 - Tecnologia e dispositivos","14","0"
"10 - Tecnologia e dispositivos\Modelos Personalizados do Office","2","10 - Tecnologia e dispositivos","0","0"
"10 - Tecnologia e dispositivos\NOTION","2","10 - Tecnologia e dispositivos","10","0"
"10 - Tecnologia e dispositivos\SENHAS","2","10 - Tecnologia e dispositivos","141","0"
"10 - Tecnologia e dispositivos\Zoom","2","10 - Tecnologia e dispositivos","0","0"
"10 - Tecnologia e dispositivos\ARQUIVOS_n\Blocos de Anotações do OneNote","3","10 - Tecnologia e dispositivos","1","0"
"10 - Tecnologia e dispositivos\GOPRO\UPDATE","3","10 - Tecnologia e dispositivos","2","0"
"11 - Diversos (a revisar)\LIXO DA VIZINHANÇA","2","11 - Diversos (a revisar)","2","8"
"11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\BACCO PIZZARIA","3","11 - Diversos (a revisar)","5","0"
"11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\Marietta - 12.5.2021","3","11 - Diversos (a revisar)","9","0"
"11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\Marietta - 30.6.2022","3","11 - Diversos (a revisar)","11","0"
"11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\McDonald's - 1.4.2022","3","11 - Diversos (a revisar)","10","0"
"11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\McDonald's - 25.1.2021","3","11 - Diversos (a revisar)","4","0"
"11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\McDonald's 11.11.2022","3","11 - Diversos (a revisar)","0","0"
"11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\McDonald's 18.1.2023","3","11 - Diversos (a revisar)","5","0"
"11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\McDonald's 29.12.2022","3","11 - Diversos (a revisar)","3","0"
"NFe e outros\01 - Eletrônicos e informática","2","NFe e outros","0","2"
"NFe e outros\02 - Eletrodomésticos","2","NFe e outros","0","2"
"NFe e outros\03 - Móveis e decoração","2","NFe e outros","0","0"
"NFe e outros\04 - Roupas e acessórios","2","NFe e outros","0","0"
"NFe e outros\05 - Saúde","2","NFe e outros","0","1"
"NFe e outros\06 - Serviços e diversos","2","NFe e outros","0","0"
"NFe e outros\CUsersmauriProjetoConversorlotes_ren_out","2","NFe e outros","0","0"
"NFe e outros\01 - Eletrônicos e informática\Notebooks Samsung","3","NFe e outros","0","0"
"NFe e outros\01 - Eletrônicos e informática\Relógio Polar Pacer","3","NFe e outros","0","0"
"NFe e outros\02 - Eletrodomésticos\Lava e seca antiga (doada em 2023)","3","NFe e outros","0","0"
"NFe e outros\02 - Eletrodomésticos\Lava e Seca Samsung WD13T (atual)","3","NFe e outros","0","0"
"NFe e outros\05 - Saúde\Consultas obstétricas (pré-natal 2026)","3","NFe e outros","0","0"
