manter_a,manter_b,dham,res_a,res_b,motivo
D:\MÍDIA\2021\2021-11\2021-11-03 10.55.31 [592d6cdc].jpg,D:\MÍDIA\2016\2016-09\2016-09-03 17.28.50 [24ff90d6].jpg,4,4032x3024,5312x2988,rajada/incerto
D:\MÍDIA\2020\2020-01\2020-01-12 18.30.25 [10a343c4].jpg,D:\MÍDIA\2016\2016-09\2016-09-03 17.28.50 [24ff90d6].jpg,3,4032x3024,5312x2988,rajada/incerto
D:\MÍDIA\2021\2021-11\2021-11-04 16.22.23 [fbb68d16].jpg,D:\MÍDIA\2016\2016-09\2016-09-03 17.28.50 [24ff90d6].jpg,3,4032x3024,5312x2988,rajada/incerto
D:\MÍDIA\2023\2023-06\2023-06-18 10.59.21 [9def2d1b].jpg,D:\MÍDIA\2016\2016-09\2016-09-03 17.28.50 [24ff90d6].jpg,5,4000x3000,5312x2988,rajada/incerto
D:\MÍDIA\2023\2023-06\2023-06-18 10.59.20 [d9be2b42].jpg,D:\MÍDIA\2016\2016-09\2016-09-03 17.28.50 [24ff90d6].jpg,5,4000x3000,5312x2988,rajada/incerto
D:\MÍDIA\2013\2013-09\2013-09-22 13.06.43 [f7dcbb02].jpg,D:\MÍDIA\2016\2016-09\2016-09-03 17.28.50 [24ff90d6].jpg,1,4000x3000,5312x2988,rajada/incerto
D:\MÍDIA\2023\2023-08\2023-08-27 09.47.57 [4cc7b0c8].jpg,D:\MÍDIA\2023\2023-08\2023-08-27 09.47.58 [7808b29a].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-08\2023-08-27 09.48.00 [9185cc7c].jpg,D:\MÍDIA\2023\2023-08\2023-08-27 09.48.02 [b6f5320b].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-08\2023-08-27 09.48.00 [a65aa222].jpg,D:\MÍDIA\2023\2023-08\2023-08-27 09.48.02 [b6f5320b].jpg,4,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-08\2023-08-27 09.47.59 [7aae3d38].jpg,D:\MÍDIA\2023\2023-08\2023-08-27 09.48.02 [b6f5320b].jpg,5,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-08\2023-08-27 09.47.58 [0be1b94c].jpg,D:\MÍDIA\2023\2023-08\2023-08-27 09.48.02 [b6f5320b].jpg,7,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-09\2023-09-30 16.32.31 [be3a22ea].jpg,D:\MÍDIA\2023\2023-09\2023-09-30 16.32.35 [51cfad3f].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-09\2023-09-30 16.37.50 [e3e3ab90].jpg,D:\MÍDIA\2023\2023-09\2023-09-30 16.37.49 [8ee1a09e].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.17.38 [48f3da93].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,2,5312x2988,5312x2988,rajada/incerto
D:\MÍDIA\2015\2015-05\2015-05-01 12.05.25 [d0abae81].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,4,4208x3120,5312x2988,rajada/incerto
D:\MÍDIA\2015\2015-05\2015-05-01 12.05.26 [bd61bc59].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,6,4208x3120,5312x2988,rajada/incerto
D:\MÍDIA\2021\2021-11\2021-11-06 15.12.10 [ba4b1f98].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,5,4032x3024,5312x2988,rajada/incerto
D:\MÍDIA\2021\2021-11\2021-11-06 15.23.07 [d8ce2951].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,4,4032x3024,5312x2988,rajada/incerto
D:\MÍDIA\2021\2021-11\2021-11-06 15.08.57 [fbacef50].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,3,4032x3024,5312x2988,rajada/incerto
D:\MÍDIA\2018\2018-09\2018-09-23 05.02.32 [68c9e070].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,5,4032x3024,5312x2988,rajada/incerto
D:\MÍDIA\2018\2018-09\2018-09-23 05.01.38 [552067f8].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,2,4032x3024,5312x2988,rajada/incerto
D:\MÍDIA\2021\2021-11\2021-11-04 16.19.21 [f0dbe392].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,2,4032x3024,5312x2988,rajada/incerto
D:\MÍDIA\2018\2018-09\2018-09-23 05.06.07 [520be751].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,4,4032x3024,5312x2988,rajada/incerto
D:\MÍDIA\2020\2020-04\2020-04-13 12.59.37 [faafad20].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,2,4032x3024,5312x2988,rajada/incerto
D:\MÍDIA\2025\2025-11\2025-11-22 20.04.04 [56a776f7].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,2,4000x3000,5312x2988,rajada/incerto
D:\MÍDIA\2025\2025-05\2025-05-30 22.11.28 [af92141a].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,3,4000x3000,5312x2988,rajada/incerto
D:\MÍDIA\2025\2025-05\2025-05-30 22.11.21 [ac4c8cd7].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,4,4000x3000,5312x2988,rajada/incerto
D:\MÍDIA\2017\2017-09\2017-09-10 18.40.08 [8637c337].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,2,4000x3000,5312x2988,rajada/incerto
D:\MÍDIA\2017\2017-02\2017-02-10 19.57.30 [cc6d8cbe].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-10-21 01.18.23 [cc562ed3].jpg,1,4000x3000,5312x2988,rajada/incerto
D:\MÍDIA\2023\2023-12\2023-12-24 20.04.57 [818a3ff6].jpg,D:\MÍDIA\2023\2023-12\2023-12-24 20.04.58 [9878fc90].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-12\2023-12-24 21.13.32 [6c9f96d2].jpg,D:\MÍDIA\2023\2023-12\2023-12-24 21.13.31 [207f11e7].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-12\2023-12-24 21.13.33 [2674b518].jpg,D:\MÍDIA\2023\2023-12\2023-12-24 21.13.31 [207f11e7].jpg,3,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-12\2023-12-24 21.16.28 [6038c7b0].jpg,D:\MÍDIA\2023\2023-12\2023-12-24 21.16.25 [ed7d5ff5].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-12\2023-12-31 13.33.07 [14aa6aaf].jpg,D:\MÍDIA\2023\2023-12\2023-12-31 13.33.05 [75025ab6].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-12\2023-12-31 13.33.06 [ac1c90a3].jpg,D:\MÍDIA\2023\2023-12\2023-12-31 13.33.05 [75025ab6].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-12\2023-12-31 13.33.31 [8a5f6942].jpg,D:\MÍDIA\2023\2023-12\2023-12-31 13.33.30 [94f03701].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-12\2023-12-31 13.34.03 [a88946ac].jpg,D:\MÍDIA\2023\2023-12\2023-12-31 13.34.01 [b0183f2f].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-12\2023-12-31 13.34.07 [3ce52312].jpg,D:\MÍDIA\2023\2023-12\2023-12-31 13.34.01 [b0183f2f].jpg,4,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-12\2023-12-31 13.34.12 [edbf8cd8].jpg,D:\MÍDIA\2023\2023-12\2023-12-31 13.34.13 [f2fc5418].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-12\2023-12-31 13.34.48 [5baaaeb1].jpg,D:\MÍDIA\2023\2023-12\2023-12-31 13.34.49 [44b74410].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-12\2023-12-31 14.07.11 [79fa28b5].jpg,D:\MÍDIA\2023\2023-12\2023-12-31 14.06.25 [7344d012].jpg,3,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-12\2023-12-31 14.06.16 [44f02088].jpg,D:\MÍDIA\2023\2023-12\2023-12-31 14.06.25 [7344d012].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-12\2023-12-31 14.07.11 [8dd7f1ac].jpg,D:\MÍDIA\2023\2023-12\2023-12-31 14.06.25 [7344d012].jpg,4,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-12\2023-12-31 14.06.16 [51a6a385].jpg,D:\MÍDIA\2023\2023-12\2023-12-31 14.06.25 [7344d012].jpg,3,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-12\2023-12-31 14.06.24 [af79fa13].jpg,D:\MÍDIA\2023\2023-12\2023-12-31 14.06.23 [d1155bd3].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-12\2023-12-31 14.07.07 [f584bd85].jpg,D:\MÍDIA\2023\2023-12\2023-12-31 14.07.08 [3d77877a].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2023\2023-12\2023-12-31 14.07.53 [91117eb1].jpg,D:\MÍDIA\2023\2023-12\2023-12-31 14.07.54 [16ed73b0].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-01\2024-01-03 15.17.16 [ac47c7ca].jpg,D:\MÍDIA\2024\2024-01\2024-01-03 15.17.09 [79073118].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-01\2024-01-03 15.17.26 [edd3d927].jpg,D:\MÍDIA\2024\2024-01\2024-01-03 15.17.24 [8003eb5a].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-01\2024-01-03 15.36.46 [55bb0f48].jpg,D:\MÍDIA\2019\2019-10\2019-10-27 17.43.59 [1a5d02b9].jpg,2,4000x3000,4032x3024,rajada/incerto
D:\MÍDIA\2024\2024-01\2024-01-07 16.24.00 [81348760].jpg,D:\MÍDIA\2024\2024-01\2024-01-07 16.24.00 [ec0fa450].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-01\2024-01-07 16.30.54 [f4ab8948].jpg,D:\MÍDIA\2024\2024-01\2024-01-07 16.30.52 [e5936f02].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-01\2024-01-07 16.42.38 [835b222d].jpg,D:\MÍDIA\2024\2024-01\2024-01-07 16.42.36 [1a35caad].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-01\2024-01-07 16.47.18 [bba0086d].jpg,D:\MÍDIA\2024\2024-01\2024-01-07 16.47.10 [f169066e].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-01\2024-01-07 16.47.11 [26e00d1b].jpg,D:\MÍDIA\2024\2024-01\2024-01-07 16.47.13 [8163d3a5].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-01\2024-01-07 16.47.14 [10a0f94a].jpg,D:\MÍDIA\2024\2024-01\2024-01-07 16.47.15 [6ed3d7d0].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-01\2024-01-07 17.10.24 [05d99532].jpg,D:\MÍDIA\2024\2024-01\2024-01-07 17.10.21 [7166a7c4].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-02\2024-02-02 21.17.53 [2e4e54c0].jpg,D:\MÍDIA\2024\2024-02\2024-02-02 21.17.58 [bada9328].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-02\2024-02-02 21.19.47 [0374e5b2].jpg,D:\MÍDIA\2024\2024-02\2024-02-02 21.19.52 [dc4dd74e].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-02\2024-02-02 21.19.43 [6ae3e217].jpg,D:\MÍDIA\2024\2024-02\2024-02-02 21.19.52 [dc4dd74e].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-02\2024-02-06 20.15.43 [d6aad887].jpg,D:\MÍDIA\2024\2024-02\2024-02-06 20.15.45 [d06e912e].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-02\2024-02-06 20.15.55 [2326d3ed].jpg,D:\MÍDIA\2024\2024-02\2024-02-06 20.15.57 [abccb791].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-02\2024-02-06 20.16.34 [a8426aeb].jpg,D:\MÍDIA\2024\2024-02\2024-02-06 20.16.36 [ff884080].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-02\2024-02-06 20.44.37 [97d5c101].jpg,D:\MÍDIA\2024\2024-02\2024-02-06 20.44.38 [600afdbd].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-02\2024-02-24 12.25.11 [b4e94157].jpg,D:\MÍDIA\2024\2024-02\2024-02-24 12.25.09 [202a0591].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-02\2024-02-06 [6d4bd926].jpg,D:\MÍDIA\2024\2024-02\2024-02-06 [335bdef1].jpg,2,1200x1600,1200x1600,rajada/incerto
D:\MÍDIA\2024\2024-03\2024-03-08 20.06.38 [a2458400].jpg,D:\MÍDIA\2024\2024-03\2024-03-08 20.06.41 [9af948db].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-03\2024-03-08 20.06.44 [188d584f].jpg,D:\MÍDIA\2024\2024-03\2024-03-08 20.06.46 [8a1c5d0a].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-03\2024-03-08 20.06.56 [e034a02b].jpg,D:\MÍDIA\2024\2024-03\2024-03-08 20.06.59 [3c34737f].jpg,5,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-03\2024-03-08 20.07.03 [439431b9].jpg,D:\MÍDIA\2024\2024-03\2024-03-08 20.06.59 [3c34737f].jpg,3,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-03\2024-03-08 20.07.02 [87c73379].jpg,D:\MÍDIA\2024\2024-03\2024-03-08 20.06.59 [3c34737f].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-03\2024-03-08 20.07.08 [02153ebc].jpg,D:\MÍDIA\2024\2024-03\2024-03-08 20.06.59 [3c34737f].jpg,4,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-03\2024-03-08 20.06.58 [d06e8590].jpg,D:\MÍDIA\2024\2024-03\2024-03-08 20.06.59 [3c34737f].jpg,5,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-03\2024-03-08 20.07.49 [8afc11ce].jpg,D:\MÍDIA\2024\2024-03\2024-03-08 20.07.48 [cde0d3e1].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-03\2024-03-08 20.07.54 [a041a923].jpg,D:\MÍDIA\2024\2024-03\2024-03-08 20.08.01 [f0c475cb].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-03\2024-03-08 20.07.58 [b0c7da5f].jpg,D:\MÍDIA\2024\2024-03\2024-03-08 20.07.59 [20d973fb].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-03\2024-03-08 20.13.58 [6c8979f9].jpg,D:\MÍDIA\2024\2024-03\2024-03-08 20.14.03 [6eac508c].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-03\2024-03-08 20.16.56 [dd73d2ee].jpg,D:\MÍDIA\2024\2024-03\2024-03-08 20.16.57 [8e573c4d].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-03\2024-03-08 20.17.02 [a132b70f].jpg,D:\MÍDIA\2024\2024-03\2024-03-08 20.17.01 [9230ff7d].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-03\2024-03-08 20.17.00 [d5d1d5ae].jpg,D:\MÍDIA\2024\2024-03\2024-03-08 20.17.01 [9230ff7d].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-03\2024-03-14 17.58.24 [b33b9d40].jpg,D:\MÍDIA\2024\2024-03\2024-03-14 17.58.26 [ffae5427].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-04\2024-04-06 13.06.31 [6af790c2].jpg,D:\MÍDIA\2024\2024-04\2024-04-06 13.06.29 [ac67f275].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-04\2024-04-06 13.07.37 [1df0ea50].jpg,D:\MÍDIA\2024\2024-04\2024-04-06 13.07.38 [6d77fd09].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-04\2024-04-06 13.16.07 [5164047c].jpg,D:\MÍDIA\2024\2024-04\2024-04-06 13.16.08 [f186b764].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-04 15.55.06 [f37e8be8].jpg,D:\MÍDIA\2024\2024-05\2024-05-04 15.55.07 [f5185ce3].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-08 10.18.05 [b1efcd5c].jpg,D:\MÍDIA\2024\2024-05\2024-05-08 10.18.08 [f884bc6e].jpg,4,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-08 10.18.07 [35479ccb].jpg,D:\MÍDIA\2024\2024-05\2024-05-08 10.18.08 [f884bc6e].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-08 14.37.36 [889dd480].jpg,D:\MÍDIA\2024\2024-05\2024-05-08 14.37.35 [b6d535c9].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-08 15.45.02 [d5ab78fd].jpg,D:\MÍDIA\2024\2024-05\2024-05-08 15.45.14 [5a990151].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-08 15.44.59 [3a41563a].jpg,D:\MÍDIA\2024\2024-05\2024-05-08 15.45.14 [5a990151].jpg,3,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-08 16.02.10 [26b539b4].jpg,D:\MÍDIA\2024\2024-05\2024-05-08 16.02.11 [0c6113c7].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-10 18.41.11 [ebcbe6a3].jpg,D:\MÍDIA\2024\2024-05\2024-05-10 18.41.05 [0f7d8a18].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-10 18.43.38 [e7311b95].jpg,D:\MÍDIA\2024\2024-05\2024-05-10 18.43.33 [1571323b].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-13 13.51.02 [4f88af30].jpg,D:\MÍDIA\2024\2024-05\2024-05-13 13.51.04 [163f8e11].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-13 13.58.18 [0559b83f].jpg,D:\MÍDIA\2024\2024-05\2024-05-13 13.58.20 [9cf2ead5].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-13 21.44.28 [6109e80a].jpg,D:\MÍDIA\2024\2024-05\2024-05-13 21.44.29 [40c9eb55].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-14 11.12.40 [152b5e6e].jpg,D:\MÍDIA\2024\2024-05\2024-05-14 11.12.41 [4d87af06].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-15 10.24.30 [3c9b6328].jpg,D:\MÍDIA\2024\2024-05\2024-05-15 10.24.25 [035b00a1].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-15 10.25.14 [8e77480e].jpg,D:\MÍDIA\2024\2024-05\2024-05-15 10.25.21 [7b0ab3a3].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-15 10.35.26 [db4bc6fc].jpg,D:\MÍDIA\2024\2024-05\2024-05-15 10.35.25 [c3b1b4dd].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-15 11.44.38 [345726f1].jpg,D:\MÍDIA\2024\2024-05\2024-05-15 11.44.32 [0ab43d45].jpg,3,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-15 11.44.35 [b7d5d23b].jpg,D:\MÍDIA\2024\2024-05\2024-05-15 11.44.32 [0ab43d45].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-15 11.45.09 [3bed7893].jpg,D:\MÍDIA\2024\2024-05\2024-05-15 11.45.33 [08b93232].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-15 11.50.24 [9914cf8c].jpg,D:\MÍDIA\2024\2024-05\2024-05-15 11.50.16 [bf59ff54].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-15 11.50.18 [760fad5c].jpg,D:\MÍDIA\2024\2024-05\2024-05-15 11.50.16 [bf59ff54].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-15 14.10.25 [e433a944].jpg,D:\MÍDIA\2024\2024-05\2024-05-15 14.10.26 [db793c80].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-15 14.44.25 [3885b025].jpg,D:\MÍDIA\2024\2024-05\2024-05-15 14.44.21 [4315fe68].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-15 15.19.15 [30196d88].jpg,D:\MÍDIA\2024\2024-05\2024-05-15 15.19.09 [cbf4465f].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-16 09.11.33 [ea16d1f1].jpg,D:\MÍDIA\2024\2024-05\2024-05-16 09.11.31 [423afd46].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-16 09.32.28 [7df891bb].jpg,D:\MÍDIA\2024\2024-05\2024-05-16 09.32.29 [f91713c9].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-16 15.27.26 [19c497bd].jpg,D:\MÍDIA\2024\2024-05\2024-05-16 15.27.28 [ac7af8d9].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-16 15.27.29 [aeb98e50].jpg,D:\MÍDIA\2024\2024-05\2024-05-16 15.27.30 [b82e6ca6].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-16 15.39.54 [ec199809].jpg,D:\MÍDIA\2024\2024-05\2024-05-16 15.39.56 [6f0eca58].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-17 19.19.56 [729a8925].jpg,D:\MÍDIA\2024\2024-05\2024-05-17 19.19.54 [7e815777].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-19 08.57.50 [cdd8209f].jpg,D:\MÍDIA\2024\2024-05\2024-05-19 08.57.51 [e49a09e7].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-06\2024-06-07 21.14.47 [8156823e].jpg,D:\MÍDIA\2024\2024-06\2024-06-07 21.14.48 [e3584f11].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-06\2024-06-15 15.38.47 [a12a01cd].jpg,D:\MÍDIA\2024\2024-06\2024-06-15 15.38.48 [efebb230].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-06\2024-06-15 15.39.51 [db90be05].jpg,D:\MÍDIA\2024\2024-06\2024-06-15 15.39.52 [8f8738ba].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-06\2024-06-15 15.42.21 [04e49180].jpg,D:\MÍDIA\2024\2024-06\2024-06-15 15.42.24 [b4de5c47].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-07\2024-07-20 13.29.49 [9dd9daed].jpg,D:\MÍDIA\2024\2024-07\2024-07-20 13.29.49 [5dd4b360].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-07\2024-07-20 13.30.45 [dbb6753c].jpg,D:\MÍDIA\2024\2024-07\2024-07-20 13.31.03 [e71861f7].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-07\2024-07-20 13.32.57 [251db231].jpg,D:\MÍDIA\2024\2024-07\2024-07-20 13.32.55 [018f6551].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-07\2024-07-28 18.49.08 [d1f3eb98].jpg,D:\MÍDIA\2024\2024-07\2024-07-28 18.49.09 [9fdf2109].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-08\2024-08-08 15.53.46 [735550ff].jpg,D:\MÍDIA\2024\2024-08\2024-08-08 15.53.47 [6f0f7029].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-08\2024-08-08 20.48.44 [7dc11f03].jpg,D:\MÍDIA\2024\2024-08\2024-08-08 20.48.45 [fcf2521d].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-08\2024-08-11 16.10.18 [556283b0].jpg,D:\MÍDIA\2024\2024-08\2024-08-11 16.10.16 [fbdac8f6].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-08\2024-08-11 16.10.31 [b9cc4390].jpg,D:\MÍDIA\2024\2024-08\2024-08-11 16.10.32 [27c8008e].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-08\2024-08-11 16.10.30 [52821bc7].jpg,D:\MÍDIA\2024\2024-08\2024-08-11 16.10.32 [27c8008e].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-08\2024-08-11 16.11.03 [4fd178a8].jpg,D:\MÍDIA\2024\2024-08\2024-08-11 16.11.04 [d2fd8457].jpg,2,4000x3000,4000x3000,rajada/incerto
