"Rel","Name","Length","Modified","Attributes"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\NEVES, Henrique - A Justiça Eleitoral - Breve apanhado histórico, estrutura atual, natureza e noções da competência.pdf","NEVES, Henrique - A Justiça Eleitoral - Breve apanhado histórico, estrutura atual, natureza e noções da competência.pdf","255650","2020-05-25","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\NOGUEIRA, Ary Jorge Aguiar - Judicialização da competição eleitoral municipal.grifado.pdf","NOGUEIRA, Ary Jorge Aguiar - Judicialização da competição eleitoral municipal.grifado.pdf","7715215","2020-01-28","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\OLIVEIRA, Bruno Augusto Santos - A erosão do juíz como símbolo.pdf","OLIVEIRA, Bruno Augusto Santos - A erosão do juíz como símbolo.pdf","251507","2020-04-19","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\PEREIRA, Manuela de Souza - Governança eleitoral na américa latina - dispositivos consttucionais comparados.pdf","PEREIRA, Manuela de Souza - Governança eleitoral na américa latina - dispositivos consttucionais comparados.pdf","194747","2020-05-30","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\PEREIRA, Rodolfo Viana - Contencioso eleitoral - polissemia conceitural , sistemas comparados e posição brasileira.pdf","PEREIRA, Rodolfo Viana - Contencioso eleitoral - polissemia conceitural , sistemas comparados e posição brasileira.pdf","319406","2020-05-25","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\PEREIRA, Rodolfo Viana - Direito eleitoral contra o inimigo.pdf","PEREIRA, Rodolfo Viana - Direito eleitoral contra o inimigo.pdf","179275","2020-05-30","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\PINTO, Joaquim Antônio - Teoria matemática das eleições.pdf","PINTO, Joaquim Antônio - Teoria matemática das eleições.pdf","5080974","2019-09-13","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\RECONDO, Felipe - Os Onze - O STF, seus bastidores e suas crises.pdf","RECONDO, Felipe - Os Onze - O STF, seus bastidores e suas crises.pdf","1798045","2019-08-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\RECONDO, Felipe - Tanques e togas - O STF e a ditadura militar.epub","RECONDO, Felipe - Tanques e togas - O STF e a ditadura militar.epub","2664062","2019-08-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\ROCHA, Carmen Lúcia Antunes - A reforma eleitoral e sos rumos da democracia no Brasil.pdf","ROCHA, Carmen Lúcia Antunes - A reforma eleitoral e sos rumos da democracia no Brasil.pdf","2911534","2020-03-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\SILVA, Paulo Rogério - Habermas e a Educação - horizonte do pensamento pós-metafísico.pdf","SILVA, Paulo Rogério - Habermas e a Educação - horizonte do pensamento pós-metafísico.pdf","2660246","2022-09-27","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\SILVA, Thiago; SILVA, Estevão - Eleições no Brasil antes da democracia - o CE de 1932.pdf","SILVA, Thiago; SILVA, Estevão - Eleições no Brasil antes da democracia - o CE de 1932.pdf","2338575","2022-08-02","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\SOUZA, Leonardo e CASTILHO, Rodrigo - O processo civil eleitoral.grifado.pdf","SOUZA, Leonardo e CASTILHO, Rodrigo - O processo civil eleitoral.grifado.pdf","6227878","2020-01-28","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\STRECK, Lenio Luiz - Recepções teóricas inadequadas em terrae brasilis.pdf","STRECK, Lenio Luiz - Recepções teóricas inadequadas em terrae brasilis.pdf","389986","2020-08-25","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Temas de Direito Eleitoral no Século XXI (2012).pdf","Temas de Direito Eleitoral no Século XXI (2012).pdf","2955772","2020-05-25","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Uma breve historia dos Estados  - James West Davidson.mobi","Uma breve historia dos Estados  - James West Davidson.mobi","4426738","2020-11-06","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\VERBICARO, Loiane Prado - Política, ativismo e discricionariedade judicial.grifado.pdf","VERBICARO, Loiane Prado - Política, ativismo e discricionariedade judicial.grifado.pdf","2049117","2020-01-28","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\VIEIRA, Tarcísio - Transparência do processo eleitoral brasileiro.pdf","VIEIRA, Tarcísio - Transparência do processo eleitoral brasileiro.pdf","679017","2019-08-30","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Benito Mussolini\La dottrina del fascismo 1939.pdf","La dottrina del fascismo 1939.pdf","1476777","2022-09-29","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Cassação de mandato\ALVIM, Frederico Franco; CARVALHO, Volgane - Da cruz aos códigos - novas formas de abuso e os mec. de prot. da integridade eleitoral.pdf","ALVIM, Frederico Franco; CARVALHO, Volgane - Da cruz aos códigos - novas formas de abuso e os mec. de prot. da integridade eleitoral.pdf","153679","2020-06-03","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Cassação de mandato\ANDRADE NETO, João - Mutações legais no direito eleitoral - repercussões no sistema das invalidades eleitorais e na renovação das eleições.pdf","ANDRADE NETO, João - Mutações legais no direito eleitoral - repercussões no sistema das invalidades eleitorais e na renovação das eleições.pdf","847299","2020-05-29","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Cassação de mandato\BARBOZA, Juliana Costa - Insegurança jurídica das decisões do TSE - análise da cassação de mandatos por abuso do poder econômico.pdf","BARBOZA, Juliana Costa - Insegurança jurídica das decisões do TSE - análise da cassação de mandatos por abuso do poder econômico.pdf","1192500","2020-06-02","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Cassação de mandato\GONÇALVES, Luiz Carlos dos Santos - Justiça para os vencedores.pdf","GONÇALVES, Luiz Carlos dos Santos - Justiça para os vencedores.pdf","146049","2020-07-02","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Cassação de mandato\MALDONADO, Hélio Deivid Amorim - Abuso de poder e seu reflexo na normalidade e legitimidade do pleito.pdf","MALDONADO, Hélio Deivid Amorim - Abuso de poder e seu reflexo na normalidade e legitimidade do pleito.pdf","640693","2020-02-06","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Cassação de mandato\MEXICO - El contencioso y la jurisprudencia electorales en derecho comparado.pdf","MEXICO - El contencioso y la jurisprudencia electorales en derecho comparado.pdf","1677880","2020-06-29","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Cassação de mandato\MILAGRES, Marcelo de Oliviera - Abuso de poder no processo eleitoral.pdf","MILAGRES, Marcelo de Oliviera - Abuso de poder no processo eleitoral.pdf","194474","2020-05-15","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Cassação de mandato\NETO, Raimundo Augusto Fernandes - A gravidade da conduta no abuso de poder.pdf","NETO, Raimundo Augusto Fernandes - A gravidade da conduta no abuso de poder.pdf","338890","2020-05-28","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Cassação de mandato\OLIVEIRA, Vinícius de - considerações na fundamentação da cassação de mandato.pdf","OLIVEIRA, Vinícius de - considerações na fundamentação da cassação de mandato.pdf","809465","2020-05-28","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Cassação de mandato\SOUZA, Leonardo Fernandes de e PAULA, Jônatas Luiz Moreira de - A questão da ilegitimidade da soberania popular na jurisp. eleitoral.pdf","SOUZA, Leonardo Fernandes de e PAULA, Jônatas Luiz Moreira de - A questão da ilegitimidade da soberania popular na jurisp. eleitoral.pdf","207575","2020-06-02","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Conrado Hubner Mendes\MENDES, Conrado Hubner - Direitos fundamentais, separação de poderes e deliberação.pdf","MENDES, Conrado Hubner - Direitos fundamentais, separação de poderes e deliberação.pdf","1250942","2022-06-11","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Fundamentação da decisão judicial\(Dissertação) BERNARDES, Bruno Paiva - Conjecturas sobre aplicação do minimalismo judicial.pdf","(Dissertação) BERNARDES, Bruno Paiva - Conjecturas sobre aplicação do minimalismo judicial.pdf","559852","2020-05-24","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Fundamentação da decisão judicial\(Dissertação) GRESTA, Roberta Maia - Teoria do processo eleitoral democrático.pdf","(Dissertação) GRESTA, Roberta Maia - Teoria do processo eleitoral democrático.pdf","3899214","2020-05-15","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Fundamentação da decisão judicial\(Dissertação) STUDART, Paulo Henrique de Mattos - O princípio da anualidade e as modificações das interp pelo poder jud.pdf","(Dissertação) STUDART, Paulo Henrique de Mattos - O princípio da anualidade e as modificações das interp pelo poder jud.pdf","1153546","2020-05-15","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Fundamentação da decisão judicial\ANDRADE NETO, João - Ponderação e dever geral de fundamentação no direito eleitoral.pdf","ANDRADE NETO, João - Ponderação e dever geral de fundamentação no direito eleitoral.pdf","434475","2020-05-24","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Fundamentação da decisão judicial\SALGADO, Eneida Desiree e outros - O livre convencimento do juiz eleitoral versus a fundamentação analítica exigida pelo NCPC.pdf","SALGADO, Eneida Desiree e outros - O livre convencimento do juiz eleitoral versus a fundamentação analítica exigida pelo NCPC.pdf","3275989","2020-05-24","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Gilberto Bercovici\BERCOVICI, Gilberto - A origem do sistema eleitoral proporcional no Brasil.pdf","BERCOVICI, Gilberto - A origem do sistema eleitoral proporcional no Brasil.pdf","93081","2022-08-02","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Joaquim Francisco de Assis Brasil\(Mestrado) PASSOS, Manoel Caetano de Araújo - Representação pol. no pensamento de J. F. de Assis Brasil.pdf","(Mestrado) PASSOS, Manoel Caetano de Araújo - Representação pol. no pensamento de J. F. de Assis Brasil.pdf","378419","2022-09-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Joaquim Francisco de Assis Brasil\(Tese) AITA, Carmen S. A. - Liberalismo e República - O pensamento político de J. F. de Assis Brasil.pdf","(Tese) AITA, Carmen S. A. - Liberalismo e República - O pensamento político de J. F. de Assis Brasil.pdf","1714664","2022-09-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Joaquim Francisco de Assis Brasil\Assis Brasil - um diplomata da República - vol 1.pdf","Assis Brasil - um diplomata da República - vol 1.pdf","1937166","2022-09-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Joaquim Francisco de Assis Brasil\Assis Brasil - um diplomata da República - vol 2.pdf","Assis Brasil - um diplomata da República - vol 2.pdf","6360228","2022-09-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Joaquim Francisco de Assis Brasil\BRASIL, Joaquim Francisco de Assis - O oportunismo e a Revolução.pdf","BRASIL, Joaquim Francisco de Assis - O oportunismo e a Revolução.pdf","29856765","2022-09-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Joaquim Francisco de Assis Brasil\Democracia Representativa - do modo e da maneira de votar.pdf","Democracia Representativa - do modo e da maneira de votar.pdf","33360627","2022-09-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Joaquim Francisco de Assis Brasil\Homenagem a Assis Brasil - CD 1958.pdf","Homenagem a Assis Brasil - CD 1958.pdf","1574725","2022-09-23","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Joaquim Francisco de Assis Brasil\Perfis parlamentares.pdf","Perfis parlamentares.pdf","35456368","2022-09-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Joaquim Francisco de Assis Brasil\PORTO, Walter Costa - Assis Brasil.pdf","PORTO, Walter Costa - Assis Brasil.pdf","653742","2020-01-27","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Joaquim Francisco de Assis Brasil\Revisão de literatura.docx","Revisão de literatura.docx","14487","2022-07-14","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Joaquim Francisco de Assis Brasil\SACCOL, Tassiana Maria Parcianello - Um propagandista da Rep. - política, letras e família na traj. de Assis Brasil.pdf","SACCOL, Tassiana Maria Parcianello - Um propagandista da Rep. - política, letras e família na traj. de Assis Brasil.pdf","1751018","2022-09-25","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\José Murilo de Carvalho\CARVALHO, José Murilo - As forças armadas na primeira República - o poder desestabilizador.pdf","CARVALHO, José Murilo - As forças armadas na primeira República - o poder desestabilizador.pdf","1800855","2022-05-23","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\José Murilo de Carvalho\CARVALHO, Maria Alice de Rezende - Letras, sociedade e política - imagens do Rio de Janeiro.pdf","CARVALHO, Maria Alice de Rezende - Letras, sociedade e política - imagens do Rio de Janeiro.pdf","7146025","2022-05-22","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\João Crisóstomo da Rocha Cabral\CABRAL, João Crisóstomo R. - Código Eleitoral Anotado.pdf","CABRAL, João Crisóstomo R. - Código Eleitoral Anotado.pdf","4426036","2022-08-02","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\(Resenha) - AGUIAR, Ary Jorge - Judicialização da competição eleitoral municipal.docx","(Resenha) - AGUIAR, Ary Jorge - Judicialização da competição eleitoral municipal.docx","14082","2020-02-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\(Trecho) HUME, Robert - judges as policymakers.docx","(Trecho) HUME, Robert - judges as policymakers.docx","13696","2020-04-19","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\Pensamentos - palestra com Marilda e Margarete.docx","Pensamentos - palestra com Marilda e Margarete.docx","13478","2022-08-02","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\DA POLÍTICA\(Dissertação) CRUVINEL, Diogo Mendonça - Judicialização da política e ativismo judicial - um esforço pela organização do cenário.pdf","(Dissertação) CRUVINEL, Diogo Mendonça - Judicialização da política e ativismo judicial - um esforço pela organização do cenário.pdf","968000","2020-05-16","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\DA POLÍTICA\(Dissertação) TASSINARI, Clarissa - Ativismo judicial - uma anáise da atuação do Judiciário nas experiências brasileira e norte-americana.pdf","(Dissertação) TASSINARI, Clarissa - Ativismo judicial - uma anáise da atuação do Judiciário nas experiências brasileira e norte-americana.pdf","880782","2020-03-16","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\DA POLÍTICA\(Dissertação) TEIXEIRA, José Elaeres Marques - A doutrina das questões políticas no STF.pdf","(Dissertação) TEIXEIRA, José Elaeres Marques - A doutrina das questões políticas no STF.pdf","1623802","2020-05-16","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\DA POLÍTICA\(Resenha 1) POGREBINSCHI, Thamy - Judicialização ou representação - política direito e democracia no Brasil.pdf","(Resenha 1) POGREBINSCHI, Thamy - Judicialização ou representação - política direito e democracia no Brasil.pdf","116274","2020-04-13","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\DA POLÍTICA\(Resenha 2) POGREBINSCHI, Thamy - Judicialização ou representação - política direito e democracia no Brasil.pdf","(Resenha 2) POGREBINSCHI, Thamy - Judicialização ou representação - política direito e democracia no Brasil.pdf","1202157","2020-04-13","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\DA POLÍTICA\ALMEIDA, Frederico - Judicialização da política e composição dos tribunais superiores - Revista Parlamento e sociedade.pdf","ALMEIDA, Frederico - Judicialização da política e composição dos tribunais superiores - Revista Parlamento e sociedade.pdf","8247115","2020-01-28","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\DA POLÍTICA\ARANTES, Rogério Bastos - Judiciário - entre a justiça e a política.pdf","ARANTES, Rogério Bastos - Judiciário - entre a justiça e a política.pdf","11008929","2019-09-13","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\DA POLÍTICA\ARANTES, Rogério Bastos e KERCHE, Fábio - Judiciário e democracia no Brasil.pdf","ARANTES, Rogério Bastos e KERCHE, Fábio - Judiciário e democracia no Brasil.pdf","107471","2020-05-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\DA POLÍTICA\ARGUELES, Diego Werneck; RIBEIRO, Leandro Molhano - Contextos da judcialização da política - novos elementos para um mapa teórico.pdf","ARGUELES, Diego Werneck; RIBEIRO, Leandro Molhano - Contextos da judcialização da política - novos elementos para um mapa teórico.pdf","267433","2020-06-06","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\DA POLÍTICA\ARGUELES, Diego Werneck; RIBEIRO, Leandro Molhano - Ministrocracia - O STF e o processo democrático brasileiro.pdf","ARGUELES, Diego Werneck; RIBEIRO, Leandro Molhano - Ministrocracia - O STF e o processo democrático brasileiro.pdf","923403","2020-07-22","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\DA POLÍTICA\BARROSO, Luis Roberto - Constituição, democracia e supremacia judicial - direito e política no Brasil contemporâneo.pdf","BARROSO, Luis Roberto - Constituição, democracia e supremacia judicial - direito e política no Brasil contemporâneo.pdf","434716","2020-05-26","4199968"
