"ID","Nome (Artigo)","Texto do Artigo"
"1511","Art. 155, Parágrafo único, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO II - Do Requerimento de Urgência
Dispositivo: Art. 155, Parágrafo único, I

Art. 155. Poderá ser incluída automaticamente na Ordem do Dia para discussão e votação imediata, ainda que iniciada a sessão em que for apresentada, proposição que verse sobre matéria de relevante e inadiável interesse nacional, a requerimento da maioria absoluta da composição da Câmara, ou de Líderes que representem esse número, aprovado pela maioria absoluta dos Deputados, sem a restrição contida no §2º do artigo antecedente.
Parágrafo único. A aprovação da urgência, nos termos deste artigo:
I - impede a apresentação, na mesma sessão, de requerimento de retirada de pauta;"
"1512","Art. 155, Parágrafo único, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO II - Do Requerimento de Urgência
Dispositivo: Art. 155, Parágrafo único, II

Art. 155. Poderá ser incluída automaticamente na Ordem do Dia para discussão e votação imediata, ainda que iniciada a sessão em que for apresentada, proposição que verse sobre matéria de relevante e inadiável interesse nacional, a requerimento da maioria absoluta da composição da Câmara, ou de Líderes que representem esse número, aprovado pela maioria absoluta dos Deputados, sem a restrição contida no §2º do artigo antecedente.
Parágrafo único. A aprovação da urgência, nos termos deste artigo:
II - impede a apresentação ou implica a prejudicialidade de requerimento de adiamento de discussão, se a matéria estiver instruída com todos os pareceres. (Parágrafo único acrescido pela Resolução nº 21, de 2021)"
"1513","Art. 156","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO II - Do Requerimento de Urgência
Dispositivo: Art. 156

Art. 156. A retirada do requerimento de urgência, bem como a extinção do regime de urgência, atenderá às regras contidas no Art. 104."
"1514","Art. 157","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO III - Da Apreciação de Matéria Urgente
Dispositivo: Art. 157

Art. 157. Aprovado o requerimento de urgência, entrará a matéria em discussão na sessão imediata, ocupando o primeiro lugar na Ordem do Dia."
"1515","Art. 157, §1º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO III - Da Apreciação de Matéria Urgente
Dispositivo: Art. 157, §1º

Art. 157. Aprovado o requerimento de urgência, entrará a matéria em discussão na sessão imediata, ocupando o primeiro lugar na Ordem do Dia.
§1º Se não houver parecer, e a Comissão ou Comissões que tiverem de opinar sobre a matéria não se julgarem habilitadas a emiti-lo na referida sessão, poderão solicitar, para isso, prazo conjunto não excedente de duas sessões, que lhes será concedido pelo Presidente e comunicado ao Plenário, observando-se o que prescreve o Art. 49."
"1516","Art. 157, §2º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO III - Da Apreciação de Matéria Urgente
Dispositivo: Art. 157, §2º

Art. 157. Aprovado o requerimento de urgência, entrará a matéria em discussão na sessão imediata, ocupando o primeiro lugar na Ordem do Dia.
§2º Findo o prazo concedido, a proposição será incluída na Ordem do Dia para imediata discussão e votação, com parecer ou sem ele. Anunciada a discussão, sem parecer de qualquer Comissão, o Presidente designará Relator que o dará verbalmente no decorrer da sessão, ou na sessão seguinte, a seu pedido."
"1517","Art. 157, §3º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO III - Da Apreciação de Matéria Urgente
Dispositivo: Art. 157, §3º

Art. 157. Aprovado o requerimento de urgência, entrará a matéria em discussão na sessão imediata, ocupando o primeiro lugar na Ordem do Dia.
§3º Na discussão e no encaminhamento de votação de proposição em regime de urgência, somente o Autor, o Relator e os Deputados inscritos poderão usar da palavra, por três minutos cada, alternando-se, quanto possível, os oradores favoráveis e contrários e, após falarem doze Deputados, admitir-se-á requerimento da maioria absoluta da composição da Câmara, ou de Líderes que representem esse número, destinado ao encerramento da discussão e do encaminhamento da votação. (Parágrafo com redação dada pela Resolução nº 21, de 2021)"
"1518","Art. 157, §3º-A","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO III - Da Apreciação de Matéria Urgente
Dispositivo: Art. 157, §3º-A

Art. 157. Aprovado o requerimento de urgência, entrará a matéria em discussão na sessão imediata, ocupando o primeiro lugar na Ordem do Dia.
§3º-A A aprovação do requerimento de encerramento de discussão e de encaminhamento de votação a que se refere o §3º deste artigo impede a apresentação ou implica a prejudicialidade, na mesma sessão, dos requerimentos de adiamento de votação, salvo se o Relator, ao examinar as emendas, promover alteração no texto a ser submetido ao Plenário. (Parágrafo acrescido pela Resolução nº 21, de 2021)"
"1519","Art. 157, §4º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO III - Da Apreciação de Matéria Urgente
Dispositivo: Art. 157, §4º

Art. 157. Aprovado o requerimento de urgência, entrará a matéria em discussão na sessão imediata, ocupando o primeiro lugar na Ordem do Dia.
§4º Encerrada a discussão com emendas, serão elas imediatamente distribuídas às Comissões respectivas e mandadas a publicar. As Comissões têm prazo de uma sessão, a contar do recebimento das emendas, para emitir parecer, o qual pode ser dado verbalmente, por motivo justificado."
"1520","Art. 157, §5º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO III - Da Apreciação de Matéria Urgente
Dispositivo: Art. 157, §5º

Art. 157. Aprovado o requerimento de urgência, entrará a matéria em discussão na sessão imediata, ocupando o primeiro lugar na Ordem do Dia.
§5º A realização de diligência nos projetos em regime de urgência não implica dilação dos prazos para sua apreciação."
"1521","Art. 157, §6º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO III - Da Apreciação de Matéria Urgente
Dispositivo: Art. 157, §6º

Art. 157. Aprovado o requerimento de urgência, entrará a matéria em discussão na sessão imediata, ocupando o primeiro lugar na Ordem do Dia.
§6º Quando o parecer às emendas de plenário for oferecido no decorrer da sessão, por Relator designado, o Presidente aguardará o interstício de dez minutos, após a disponibilização do parecer, para iniciar o processo de votação. (Parágrafo acrescido pela Resolução nº 21, de 2021)"
"1522","Art. 158","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VIII - DA PRIORIDADE
Dispositivo: Art. 158

Art. 158. Prioridade é a dispensa de exigências regimentais para que determinada proposição seja incluída na Ordem do Dia da sessão seguinte, logo após as proposições em regime de urgência."
"1523","Art. 158, §1º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VIII - DA PRIORIDADE
Dispositivo: Art. 158, §1º

Art. 158. Prioridade é a dispensa de exigências regimentais para que determinada proposição seja incluída na Ordem do Dia da sessão seguinte, logo após as proposições em regime de urgência.
§1º Somente poderá ser admitida a prioridade para a proposição:"
"1524","Art. 158, §1º, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VIII - DA PRIORIDADE
Dispositivo: Art. 158, §1º, I

Art. 158. Prioridade é a dispensa de exigências regimentais para que determinada proposição seja incluída na Ordem do Dia da sessão seguinte, logo após as proposições em regime de urgência.
§1º Somente poderá ser admitida a prioridade para a proposição:
I - numerada;"
"1525","Art. 158, §1º, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VIII - DA PRIORIDADE
Dispositivo: Art. 158, §1º, II

Art. 158. Prioridade é a dispensa de exigências regimentais para que determinada proposição seja incluída na Ordem do Dia da sessão seguinte, logo após as proposições em regime de urgência.
§1º Somente poderá ser admitida a prioridade para a proposição:
II - publicada no Diário da Câmara dos Deputados e em avulsos;"
"1526","Art. 158, §1º, III","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VIII - DA PRIORIDADE
Dispositivo: Art. 158, §1º, III

Art. 158. Prioridade é a dispensa de exigências regimentais para que determinada proposição seja incluída na Ordem do Dia da sessão seguinte, logo após as proposições em regime de urgência.
§1º Somente poderá ser admitida a prioridade para a proposição:
III - distribuída em avulsos, com pareceres sobre a proposição principal e as acessórias, se houver, pelo menos uma sessão antes."
"1527","Art. 158, §2º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VIII - DA PRIORIDADE
Dispositivo: Art. 158, §2º

Art. 158. Prioridade é a dispensa de exigências regimentais para que determinada proposição seja incluída na Ordem do Dia da sessão seguinte, logo após as proposições em regime de urgência.
§2º Além dos projetos mencionados no Art. 151, II, com tramitação em prioridade, poderá esta ser proposta ao Plenário:"
"1528","Art. 158, §2º, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VIII - DA PRIORIDADE
Dispositivo: Art. 158, §2º, I

Art. 158. Prioridade é a dispensa de exigências regimentais para que determinada proposição seja incluída na Ordem do Dia da sessão seguinte, logo após as proposições em regime de urgência.
§2º Além dos projetos mencionados no Art. 151, II, com tramitação em prioridade, poderá esta ser proposta ao Plenário:
I - pela Mesa;"
"1529","Art. 158, §2º, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VIII - DA PRIORIDADE
Dispositivo: Art. 158, §2º, II

Art. 158. Prioridade é a dispensa de exigências regimentais para que determinada proposição seja incluída na Ordem do Dia da sessão seguinte, logo após as proposições em regime de urgência.
§2º Além dos projetos mencionados no Art. 151, II, com tramitação em prioridade, poderá esta ser proposta ao Plenário:
II - por Comissão que houver apreciado a proposição;"
"1530","Art. 158, §2º, III","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VIII - DA PRIORIDADE
Dispositivo: Art. 158, §2º, III

Art. 158. Prioridade é a dispensa de exigências regimentais para que determinada proposição seja incluída na Ordem do Dia da sessão seguinte, logo após as proposições em regime de urgência.
§2º Além dos projetos mencionados no Art. 151, II, com tramitação em prioridade, poderá esta ser proposta ao Plenário:
III - pelo Autor da proposição, apoiado por um décimo dos Deputados ou por Líderes que representem esse número."
"1531","Art. 159","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO IX - DA PREFERÊNCIA
Dispositivo: Art. 159

Art. 159. Denomina-se preferência a primazia na discussão, ou na votação, de uma proposição sobre outra, ou outras."
"1532","Art. 159, §1º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO IX - DA PREFERÊNCIA
Dispositivo: Art. 159, §1º

Art. 159. Denomina-se preferência a primazia na discussão, ou na votação, de uma proposição sobre outra, ou outras.
§1º Os projetos em regime de urgência gozam de preferência sobre os em prioridade, que, a seu turno, têm preferência sobre os de tramitação ordinária e, entre estes, os projetos para os quais tenha sido concedida preferência, seguidos dos que tenham pareceres favoráveis de todas as Comissões a que foram distribuídos."
"1533","Art. 159, §2º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO IX - DA PREFERÊNCIA
Dispositivo: Art. 159, §2º

Art. 159. Denomina-se preferência a primazia na discussão, ou na votação, de uma proposição sobre outra, ou outras.
§2º Haverá entre os projetos em regime de urgência a seguinte ordem de preferencia:"
"1534","Art. 159, §2º, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO IX - DA PREFERÊNCIA
Dispositivo: Art. 159, §2º, I

Art. 159. Denomina-se preferência a primazia na discussão, ou na votação, de uma proposição sobre outra, ou outras.
§2º Haverá entre os projetos em regime de urgência a seguinte ordem de preferencia:
I - declaração de guerra e correlatos;"
"1535","Art. 159, §2º, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO IX - DA PREFERÊNCIA
Dispositivo: Art. 159, §2º, II

Art. 159. Denomina-se preferência a primazia na discussão, ou na votação, de uma proposição sobre outra, ou outras.
§2º Haverá entre os projetos em regime de urgência a seguinte ordem de preferencia:
II - estado de defesa, estado de sítio e intervenção federal nos Estados;"
"1536","Art. 159, §2º, III","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO IX - DA PREFERÊNCIA
Dispositivo: Art. 159, §2º, III

Art. 159. Denomina-se preferência a primazia na discussão, ou na votação, de uma proposição sobre outra, ou outras.
§2º Haverá entre os projetos em regime de urgência a seguinte ordem de preferencia:
III - matéria considerada urgente;"
"1537","Art. 159, §2º, IV","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO IX - DA PREFERÊNCIA
Dispositivo: Art. 159, §2º, IV

Art. 159. Denomina-se preferência a primazia na discussão, ou na votação, de uma proposição sobre outra, ou outras.
§2º Haverá entre os projetos em regime de urgência a seguinte ordem de preferencia:
IV - acordos internacionais;"
"1538","Art. 159, §2º, V","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO IX - DA PREFERÊNCIA
Dispositivo: Art. 159, §2º, V

Art. 159. Denomina-se preferência a primazia na discussão, ou na votação, de uma proposição sobre outra, ou outras.
§2º Haverá entre os projetos em regime de urgência a seguinte ordem de preferencia:
V - fixação dos efetivos das Forças Armadas."
"1539","Art. 159, §3º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO IX - DA PREFERÊNCIA
Dispositivo: Art. 159, §3º

Art. 159. Denomina-se preferência a primazia na discussão, ou na votação, de uma proposição sobre outra, ou outras.
§3º Entre os projetos em prioridade, as proposições de iniciativa da Mesa ou de Comissões Permanentes têm preferência sobre as demais."
